Loading configuration ... done.
***Starting server on port 51131 ***
Loading net-file from './mapas/super.net.xml' ... done (337ms).
Loading done.
Simulation version 1.5.0 started with time: 0.00
Step #0.00 (0ms ?*RT. ?UPS, TraCI: 3ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 0ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     

Statistics (avg):

 RouteLength: 31839.45

 Speed: 12.96

 Duration: 2456.00

 WaitingTime: 0.00

 TimeLoss: 1394.64

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=0,geracao=0,score=0.00022683327411210355)

Simulation finished

Loading configuration ... done.

***Starting server on port 51182 ***

Loading net-file from './mapas/super.net.xml' ... done (331ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2253.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2253.00

Reason: TraCI requested termination.

Performance: 

 Duration: 38505ms

 Real time factor: 58.5119

 UPS: 58.485911

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 14.14

 Duration: 2252.00

 WaitingTime: 0.00

 TimeLoss: 1190.22

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=1,geracao=0,score=0.00025963651255109195)

Simulation finished

Loading configuration ... done.

***Starting server on port 51189 ***

Loading net-file from './mapas/super.net.xml' ... done (339ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2063.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2063.00

Reason: TraCI requested termination.

Performance: 

 Duration: 35331ms

 Real time factor: 58.3906

 UPS: 58.362345

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 15.44

 Duration: 2062.00

 WaitingTime: 0.00

 TimeLoss: 1000.55

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=2,geracao=0,score=0.00026498749219051697)

Simulation finished

Loading configuration ... done.

***Starting server on port 51192 ***

Loading net-file from './mapas/super.net.xml' ... done (338ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 73ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #2300.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #2400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3000.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #3100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3500.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #3600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3800.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #3900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #4000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #4100.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #4200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #4300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #4400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #4467.00 (0ms ?*RT. ?UPS, TraCI: 0ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 4467.00

Reason: TraCI requested termination.

Performance: 

 Duration: 75662ms

 Real time factor: 59.0389

 UPS: 59.025667

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 7.13

 Duration: 4466.00

 WaitingTime: 0.00

 TimeLoss: 3404.68

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=3,geracao=0,score=0.00027574673759256341)

Simulation finished

Loading configuration ... done.

***Starting server on port 51210 ***

Loading net-file from './mapas/super.net.xml' ... done (334ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (1ms ~= 1000.00*RT, ~0.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 0 BUF 0)      
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1501.00 (1ms ~= 1000.00*RT, ~0.00UPS, TraCI: 0ms, vehicles TOT 1 ACT 0 BUF 0)       
Simulation ended at time: 1501.00

Reason: TraCI requested termination.

Performance: 

 Duration: 25186ms

 Real time factor: 59.5966

 UPS: 59.556897

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 21.23

 Duration: 1500.00

 WaitingTime: 0.00

 TimeLoss: 438.50

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=4,geracao=0,score=0.00021806640753528400)

Simulation finished

Loading configuration ... done.

***Starting server on port 51216 ***

Loading net-file from './mapas/super.net.xml' ... done (330ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2211.00 (0ms ?*RT. ?UPS, TraCI: 0ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2211.00

Reason: TraCI requested termination.

Terminating SUMO

[GA]  Avaliado: (id=5,geracao=0,score=0.00032458998431617649)

Simulation finished

Performance: 

 Duration: 38693ms

 Real time factor: 57.1421

 UPS: 57.116274

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 14.41

 Duration: 2210.00

 WaitingTime: 0.00

 TimeLoss: 1148.39

 DepartDelay: 0.00



Loading configuration ... done.

***Starting server on port 51238 ***

Loading net-file from './mapas/super.net.xml' ... done (339ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2700.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2972.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2972.00

Reason: TraCI requested termination.

Performance: 

 Duration: 51578ms

 Real time factor: 57.6215

 UPS: 57.602078

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 10.72

 Duration: 2971.00

 WaitingTime: 0.00

 TimeLoss: 1909.45

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=6,geracao=0,score=0.00026985909497991272)

Simulation finished

Loading configuration ... done.

***Starting server on port 51251 ***

Loading net-file from './mapas/super.net.xml' ... done (340ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #500.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
